Id,Name,PointsVieBase,ForceBase,DefenseBase,ExperienceBase,SpriteUrl,Type1,Type2
680,doublade,19,13,18,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,steel,ghost
681,aegislash-shield,20,6,17,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,steel,ghost
682,spritzee,26,6,7,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,fairy,N/A
683,aromatisse,33,9,9,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,fairy,N/A
684,swirlix,20,6,8,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,fairy,N/A
685,slurpuff,27,10,10,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,fairy,N/A
686,inkay,17,6,6,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,dark,psychic
687,malamar,28,11,11,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,dark,psychic
688,binacle,14,6,8,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,rock,water
689,barbaracle,24,13,14,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,rock,water
690,skrelp,16,7,7,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,poison,water
691,dragalge,21,9,11,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,poison,dragon
692,clauncher,16,6,7,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,water,N/A
693,clawitzer,23,9,11,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,water,N/A
694,helioptile,14,5,4,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,electric,normal
695,heliolisk,20,6,6,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,electric,normal
696,tyrunt,19,11,9,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,rock,dragon
697,tyrantrum,27,15,14,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,rock,dragon
698,amaura,25,7,6,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,rock,ice
699,aurorus,41,9,9,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,rock,ice
700,sylveon,31,8,8,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,fairy,N/A
701,hawlucha,26,11,9,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,fighting,flying
702,dedenne,22,7,7,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,electric,fairy
703,carbink,16,6,18,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,rock,fairy
704,goomy,15,6,4,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,dragon,N/A
705,sliggoo,22,9,6,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,dragon,N/A
706,goodra,30,12,8,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,dragon,N/A
707,klefki,19,10,11,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,steel,fairy
708,phantump,14,8,6,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,ghost,grass
709,trevenant,28,13,9,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,ghost,grass
710,pumpkaboo-average,16,8,8,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,ghost,grass
711,gourgeist-average,21,11,15,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,ghost,grass
712,bergmite,18,8,10,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,ice,N/A
713,avalugg,31,14,23,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,ice,N/A
714,noibat,13,5,4,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,flying,dragon
715,noivern,28,8,10,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,flying,dragon
716,xerneas,42,16,11,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,fairy,N/A
717,yveltal,42,16,11,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,dark,flying
718,zygarde-50,36,12,15,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,dragon,ground
719,diancie,16,12,18,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,rock,fairy
720,hoopa,26,13,7,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,psychic,ghost
721,volcanion,26,13,15,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,fire,water
722,rowlet,22,6,6,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,grass,flying
723,dartrix,26,9,9,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,grass,flying
724,decidueye,26,13,9,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,grass,ghost
725,litten,15,8,5,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,fire,N/A
726,torracat,21,10,6,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,fire,N/A
727,incineroar,31,14,11,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,fire,dark
728,popplio,16,6,6,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,water,N/A
729,brionne,20,8,8,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,water,N/A
730,primarina,26,9,9,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,water,fairy
731,pikipek,11,9,3,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,normal,flying
732,trumbeak,18,10,6,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,normal,flying
733,toucannon,26,15,9,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,normal,flying
734,yungoos,16,8,3,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,normal,N/A
735,gumshoos,29,13,7,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,normal,N/A
736,grubbin,15,7,5,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,bug,N/A
737,charjabug,19,10,11,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,bug,electric
738,vikavolt,25,8,11,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,bug,electric
739,crabrawler,15,10,7,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,fighting,N/A
740,crabominable,32,16,9,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,fighting,ice
741,oricorio-baile,25,8,8,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,fire,flying
742,cutiefly,13,5,5,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,bug,fairy
743,ribombee,20,6,7,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,bug,fairy
744,rockruff,15,8,5,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,rock,N/A
745,lycanroc-midday,25,14,8,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,rock,N/A
746,wishiwashi-solo,15,5,3,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,water,N/A
747,mareanie,16,6,7,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,poison,water
748,toxapex,16,7,19,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,poison,water
749,mudbray,23,12,8,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,ground,N/A
750,mudsdale,33,15,12,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,ground,N/A
751,dewpider,12,5,6,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,water,bug
752,araquanid,22,8,11,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,water,bug
753,fomantis,13,6,4,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,grass,N/A
754,lurantis,23,13,11,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,grass,N/A
755,morelull,13,5,6,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,grass,fairy
756,shiinotic,20,5,10,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,grass,fairy
757,salandit,16,5,5,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,poison,fire
758,salazzle,22,8,7,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,poison,fire
759,stufful,23,9,6,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,normal,fighting
760,bewear,40,15,10,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,normal,fighting
761,bounsweet,14,5,4,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,grass,N/A
762,steenee,17,5,6,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,grass,N/A
763,tsareena,24,15,12,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,grass,N/A
764,comfey,17,6,11,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,fairy,N/A
765,oranguru,30,7,10,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,normal,psychic
766,passimian,33,15,11,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,fighting,N/A
767,wimpod,10,5,5,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,bug,water
768,golisopod,25,15,17,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,bug,water
769,sandygast,18,6,10,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,ghost,ground
770,palossand,28,9,13,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,ghost,ground
771,pyukumuku,18,7,16,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,water,N/A
772,type-null,31,11,11,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,normal,N/A
773,silvally,31,11,11,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,normal,N/A
774,minior-red-meteor,20,7,12,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,rock,flying
775,komala,21,14,8,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,normal,N/A
776,turtonator,20,9,16,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,fire,dragon
777,togedemaru,21,12,7,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,electric,steel
778,mimikyu-disguised,18,11,10,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,ghost,fairy
779,bruxish,22,13,8,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,water,psychic
780,drampa,26,7,10,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,normal,dragon
781,dhelmise,23,16,12,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,ghost,grass
782,jangmo-o,15,6,8,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,dragon,N/A
783,hakamo-o,18,9,11,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,dragon,fighting
784,kommo-o,25,13,15,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,dragon,fighting
785,tapu-koko,23,14,10,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,electric,fairy
786,tapu-lele,23,10,9,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,psychic,fairy
787,tapu-bulu,23,16,14,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,grass,fairy
788,tapu-fini,23,9,14,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,water,fairy
789,cosmog,14,5,3,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,psychic,N/A
790,cosmoem,14,5,16,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,psychic,N/A
791,solgaleo,45,17,13,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,psychic,steel
792,lunala,45,14,11,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,psychic,ghost
793,nihilego,36,6,5,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,rock,poison
794,buzzwole,35,17,17,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,bug,fighting
795,pheromosa,23,17,4,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,bug,fighting
796,xurkitree,27,11,8,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,electric,N/A
797,celesteela,32,12,12,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,steel,flying
798,kartana,19,22,16,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,grass,steel
799,guzzlord,74,12,6,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,dark,dragon
800,necrozma,32,13,12,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,psychic,N/A
801,magearna,26,11,14,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,steel,fairy
802,marshadow,30,15,10,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,fighting,ghost
803,poipole,22,9,8,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,poison,N/A
804,naganadel,24,9,9,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,poison,dragon
805,stakataka,20,16,26,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,rock,steel
806,blacephalon,17,15,6,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,fire,ghost
807,zeraora,29,14,9,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,electric,N/A
808,meltan,15,8,8,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,steel,N/A
809,melmetal,45,17,17,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,steel,N/A
